sample	repeats	fold	dataset	rmse	nrmse_sd	nrmse_mean	nrmse_range	nrmse_iq
pbp1d	2	4	training	2.08146843180643	0.951350591965162	-0.34503785591363	0.163337327736414	0.667553439254897
pbp1d	2	4	testing	1.98611458954077	0.940092388455384	-0.32355895787704	0.187349346876446	0.654497285372291
pbp1d	2	5	training	2.05066676137477	0.950799770673254	-0.338092980048801	0.164821200080022	0.65804659372914
pbp1d	2	5	testing	2.13175787744939	0.952298262262232	-0.354868933256694	0.168357488572185	0.695773977821866
pbp1d	3	1	training	2.05165454415041	0.945814021276689	-0.337345720050532	0.160997767517889	0.658750137479492
pbp1d	3	1	testing	2.08864475170352	0.954835926445507	-0.351567132969155	0.170154223771585	0.669871761467695
pbp1d	3	2	training	2.06502189184944	0.949757541565279	-0.341860703581068	0.165974985705607	0.66261539868196
pbp1d	3	2	testing	2.030245848828	0.935607794056348	-0.332494458710323	0.168002273871675	0.667622736151544
pbp1d	3	3	training	2.05141345940105	0.94068727700945	-0.339180703188	0.16097884907641	0.659064350747481
pbp1d	3	3	testing	2.06285792342681	0.961989521933543	-0.339523448079852	0.181934453944113	0.683523387500931
pbp1d	3	4	training	2.04562498903116	0.950821778298725	-0.338242615531257	0.161555066528406	0.657364696688648
pbp1d	3	4	testing	2.04010992066129	0.902357352778687	-0.335689636394355	0.163972699880856	0.65432513704399
pbp1d	3	5	training	2.06802324737491	0.945122820690376	-0.341816037100848	0.162282255047148	0.663390692536721
pbp1d	3	5	testing	2.01022882240653	0.950624459942829	-0.331292819587339	0.196718810791699	0.645837787581733
pbp1d	4	1	training	2.09918081562634	0.960446188246962	-0.347401941086573	0.164727256786875	0.674009986150371
pbp1d	4	1	testing	1.99033007162944	0.93720742028133	-0.326365524058539	0.19080206392184	0.650267356462212
pbp1d	4	2	training	2.02658053029181	0.944354158408383	-0.334734983674766	0.159030155443304	0.65046444328378
pbp1d	4	2	testing	2.16982921321156	0.951166466477817	-0.358576825232185	0.182065377659896	0.709882271486266
pbp1d	4	3	training	2.11547801658095	0.958422925120315	-0.349011385212145	0.167071771972233	0.678460746296856
pbp1d	4	3	testing	1.86082849146267	0.915779929134063	-0.30895953722781	0.151956234615363	0.605921200963071
pbp1d	4	4	training	2.03674162953256	0.942105129655579	-0.336005394898863	0.163701975355295	0.65495417623663
pbp1d	4	4	testing	2.1174647913447	0.954198701488048	-0.3516164531864	0.167228679289486	0.68100940124278
pbp1d	4	5	training	2.044569016768	0.945384957500559	-0.338023157288165	0.160441750866106	0.658643234694072
pbp1d	4	5	testing	2.0749458846312	0.936141468014286	-0.341616922530863	0.198574747146828	0.673594894407956
pbp1d	5	1	training	2.03687779789384	0.942980112139413	-0.338169065207884	0.15983820429353	0.654687107377292
pbp1d	5	1	testing	2.154346679192	0.969006150763213	-0.3487985500604	0.192720839575911	0.719376579506292
pbp1d	5	2	training	2.07928958924667	0.952259730659284	-0.343238061260113	0.163166349250345	0.66863630631196
pbp1d	5	2	testing	1.99601735991764	0.935632029469719	-0.330628229001993	0.17918322901313	0.642518202466496
pbp1d	5	3	training	2.06836824834052	0.945120128581424	-0.342093584516455	0.162309328018771	0.663030469317612
pbp1d	5	3	testing	2.03631543339068	0.963911676972024	-0.334728902699196	0.189137690614537	0.658102005785823
pbp1d	5	4	training	2.08414704457879	0.96828828749832	-0.343770659331529	0.171329743531288	0.669580777342978
pbp1d	5	4	testing	2.09377567049785	0.928105867774319	-0.347918015989599	0.164303103363347	0.672184866239999
pbp1d	5	5	training	2.08779023677367	0.958115185376112	-0.343472281502597	0.1638334134392	0.670383442005361
pbp1d	5	5	testing	2.02598827148454	0.943022725847115	-0.340267924515966	0.177146362606957	0.671906430635428
pab1d	1	1	training	1.9860282696722	0.947180863391888	-0.388096967969425	0.164137154591774	0.675177870175232
pab1d	1	1	testing	1.90593642581633	0.911243670969997	-0.375609055985683	0.154896862746175	0.647383503006088
pab1d	1	2	training	1.99682192782519	0.945664474312909	-0.391063679361318	0.162283194703314	0.678422718091742
pab1d	1	2	testing	1.91795133745978	0.944415738247134	-0.374656102158238	0.172755791923981	0.661423063255221
pab1d	1	3	training	1.93694865507056	0.932014268572986	-0.379963075811153	0.157417249550885	0.660076838323131
pab1d	1	3	testing	2.02195690605702	0.934232565470031	-0.392403928149566	0.179184020529643	0.684463073630293
pab1d	1	4	training	1.9534179506954	0.940480181858571	-0.382566096058767	0.158755721385189	0.665612842587479
pab1d	1	4	testing	2.03824930818996	0.9396726024133	-0.398154583116751	0.187287632494745	0.696752425473572
pab1d	1	5	training	1.98496993557659	0.939723596209569	-0.387964839867598	0.161319974528846	0.67766631742662
pab1d	1	5	testing	1.91076280679688	0.942008198146436	-0.376258055417473	0.166077155803119	0.652254387989989
pab1d	2	1	training	1.96860572478987	0.940754307697978	-0.384668947022451	0.159990043017046	0.670787965240567
pab1d	2	1	testing	1.93291008182142	0.91681679962971	-0.381006605875347	0.159705395267291	0.669717914027394
pab1d	2	2	training	1.98455496711565	0.938140109512373	-0.388998134211893	0.16128624973516	0.676300202766317
pab1d	2	2	testing	1.88660449885683	0.936263717767749	-0.367270497744847	0.180012843139398	0.633124806689694
pab1d	2	3	training	1.94569017508133	0.93022894621246	-0.380780689979294	0.158854456010387	0.663437270988877
pab1d	2	3	testing	1.96328406497434	0.929357523290128	-0.384603227438232	0.179419095305884	0.654699849227947
pab1d	2	4	training	1.96649093352399	0.942452213729049	-0.385170335982338	0.161727744652382	0.668932255640911
pab1d	2	4	testing	1.95426359576443	0.916446945803306	-0.381571445407958	0.161071611030146	0.671866707808253
pab1d	2	5	training	1.96499238551046	0.94021751565272	-0.384610418489217	0.159696384261782	0.669626643281726
pab1d	2	5	testing	1.9854695750948	0.936839254936965	-0.388738516008667	0.16696094624029	0.68359369368637
pab1d	3	1	training	1.96683420224035	0.934331589161925	-0.384696183944187	0.159846070069424	0.670114384106243
pab1d	3	1	testing	1.9421886182387	0.943719187953617	-0.381359039268731	0.198063811415176	0.660948866866111
pab1d	3	2	training	1.99654550945848	0.949741703773951	-0.391170234170347	0.162260729978243	0.679960986307229
pab1d	3	2	testing	1.86563369653967	0.901318120004031	-0.363846529730688	0.156077520046602	0.655279442772416
pab1d	3	3	training	1.98051704067188	0.940607204837664	-0.387062089414015	0.161697870064067	0.672209621531389
pab1d	3	3	testing	1.94083689387132	0.943958204216216	-0.382308602334179	0.15961791037676	0.664952674176155
pab1d	3	4	training	1.96236982928865	0.939882600336921	-0.385496564086557	0.159483247178282	0.669124663776313
pab1d	3	4	testing	2.01528271138898	0.948043817848207	-0.388925867260303	0.176891759942441	0.67598282364171
pab1d	3	5	training	1.94285790743657	0.936203911410723	-0.379490985820532	0.159784122160526	0.661409521317474
pab1d	3	5	testing	2.0335674567515	0.934639636252917	-0.401486836458098	0.168557181292386	0.695780306113938
pab1d	4	1	training	1.95980718814836	0.936725079069905	-0.385837235786603	0.159274979437765	0.667789928398284
pab1d	4	1	testing	2.01718297711976	0.957763472242655	-0.386012656510349	0.18121361576506	0.692720564270469
pab1d	4	2	training	1.96867860776114	0.938492463787929	-0.385217350057947	0.159995966270018	0.672104477960533
pab1d	4	2	testing	1.95903943106358	0.938134358772484	-0.384017888780152	0.165489038469618	0.670716918102906
pab1d	4	3	training	1.99386680505024	0.947300893362326	-0.389374169834905	0.162043029690112	0.679466417102586
pab1d	4	3	testing	1.85992555088103	0.90350909950445	-0.367526157192988	0.176547750058066	0.632484668007602
pab1d	4	4	training	1.95584895848254	0.937408901644429	-0.382044255440158	0.161642957332927	0.66690119120731
pab1d	4	4	testing	1.97443216728503	0.925901757665623	-0.389746692033432	0.160463562307221	0.671078489497581
pab1d	4	5	training	1.98244738816606	0.946351136503214	-0.387684053588022	0.161114965235394	0.672663827974278
pab1d	4	5	testing	1.94623028959837	0.926934773252655	-0.382414983250521	0.163661259194739	0.666185999242375
pab1d	5	1	training	1.99498467605914	0.95678030660105	-0.389493697623144	0.162133879893659	0.679776399452798
pab1d	5	1	testing	1.96872665172015	0.92116102971025	-0.389390938335387	0.163034500383322	0.673043977352105
pab1d	5	2	training	1.96981495613643	0.945569783852472	-0.385432255939456	0.160088318142795	0.670789806262417
pab1d	5	2	testing	1.96065655727042	0.913888708146809	-0.384364510823987	0.184742441310088	0.670343574735726
pab1d	5	3	training	1.97190311091108	0.939867955230629	-0.385835045055818	0.1602580240255	0.671981668108684
pab1d	5	3	testing	1.91793208056584	0.919123331145175	-0.376016642938186	0.193010166245144	0.647512646121019
pab1d	5	4	training	1.96989538748274	0.945253313788293	-0.385876425658176	0.162761281268028	0.671157351663448
pab1d	5	4	testing	1.98644246177417	0.927064041415809	-0.387692048735519	0.161439647821841	0.69712001800643
pab1d	5	5	training	1.96010034667866	0.922177988732002	-0.384689240632	0.15929880464831	0.669540908429847
pab1d	5	5	testing	1.92017665764712	0.974072010433396	-0.371945001578473	0.161098490454887	0.656092385958612
